cliente_id,tipo_suscripcion,pago_mensual,estado_suscripcion
1310,Pro,48.84,Cancelada
4912,Pro,18.07,Cancelada
4775,Básica,66.51,Activa
4203,Pro,9.48,Activa
4040,Pro,40.53,Activa
568,Básica,12.87,Cancelada
358,Premium,5.32,Cancelada
3415,Premium,96.25,Cancelada
263,,,Cancelada
4371,Básica,57.77,Activa
1106,Básica,27.7,Cancelada
4946,Pro,91.55,Activa
3014,Pro,92.69,Cancelada
4315,Premium,86.18,Cancelada
3339,Premium,56.72,Activa
2653,Pro,12.1,Activa
777,Básica,13.4,Cancelada
2035,Pro,90.18,Cancelada
1151,Básica,88.2,Activa
1155,Premium,46.27,Cancelada
23,Pro,36.17,Cancelada
3068,Básica,66.19,Activa
393,Premium,81.66,Activa
3939,Pro,74.51,Activa
3131,Pro,63.48,Cancelada
3980,Premium,,Activa
1140,,29.94,Activa
696,Premium,73.79,Activa
4461,Básica,,Cancelada
2625,Pro,16.03,Activa
1827,Premium,22.79,Cancelada
2736,Premium,69.64,Cancelada
1071,Básica,41.95,
1245,Pro,58.51,Cancelada
836,Premium,63.41,Activa
1769,Premium,78.74,Cancelada
3862,Premium,81.54,Activa
4075,Pro,31.61,Cancelada
3429,Pro,56.42,Cancelada
628,Básica,16.73,Cancelada
3365,Básica,84.99,Activa
3851,Básica,85.32,Activa
485,Pro,33.45,Cancelada
2350,Premium,20.26,Activa
2265,Pro,11.66,Cancelada
371,Pro,59.62,Activa
499,Pro,13.69,Activa
1836,Básica,69.66,Cancelada
4227,Premium,69.42,Activa
1174,Pro,63.33,Activa
1588,Básica,88.27,Cancelada
517,Pro,40.94,Cancelada
486,Premium,90.72,Activa
94,Básica,,Cancelada
2812,Pro,15.71,Activa
42,Básica,44.16,Activa
3993,Premium,61.43,Activa
3302,Premium,8.08,Activa
1575,Básica,58.91,Activa
4065,Pro,34.2,Cancelada
2016,Premium,89.28,Cancelada
960,Premium,55.66,Activa
2786,Pro,,Activa
3917,Básica,94.83,Cancelada
4085,Básica,,Cancelada
3890,Pro,46.64,Cancelada
3144,Premium,50.3,
3730,Premium,66.55,Cancelada
557,Pro,24.02,Cancelada
3649,,13.42,Activa
3660,Básica,34.57,Cancelada
4718,Básica,78.95,Cancelada
1765,Pro,29.45,Cancelada
3707,Premium,17.42,Activa
3233,Básica,25.81,Activa
2136,Pro,69.5,Activa
2284,Premium,63.33,Cancelada
1265,Básica,70.39,Cancelada
4564,Pro,35.59,Cancelada
4281,Pro,90.58,Activa
2574,Premium,47.92,Activa
2862,Premium,53.8,Cancelada
966,Pro,95.14,Cancelada
4231,Premium,98.03,Cancelada
237,Pro,67.85,Activa
931,Premium,,Cancelada
3621,Premium,56.44,Cancelada
1684,Básica,34.19,Cancelada
1753,Básica,34.93,Activa
3117,Premium,58.1,Cancelada
2351,Pro,62.48,Activa
1658,Premium,,Activa
1257,Básica,,Cancelada
3662,Pro,,Activa
2024,Premium,30.98,Activa
800,Premium,5.76,Cancelada
4071,Premium,97.2,Activa
383,Premium,83.31,Cancelada
978,Básica,63.48,Cancelada
1697,Básica,83.9,Cancelada
4512,Básica,81.98,Cancelada
2159,,93.53,Activa
2551,,41.68,Activa
148,Pro,57.71,Activa
1231,Pro,14.37,Cancelada
2754,Premium,96.7,Cancelada
3763,Pro,98.59,Activa
2340,Básica,79.96,Cancelada
1985,Básica,48.14,Cancelada
2936,Premium,52.17,Activa
2654,Pro,46.36,
1419,Premium,32.86,Cancelada
681,Premium,55.14,Cancelada
4692,Pro,10.08,Cancelada
4595,Premium,,Activa
2857,,45.28,Cancelada
234,Pro,,Activa
4619,Premium,73.81,Activa
4348,Básica,32.54,Activa
4242,Pro,26.09,Cancelada
2783,Básica,99.59,Activa
352,Básica,78.35,Activa
2230,Pro,,Activa
4813,Básica,11.41,Cancelada
2482,Premium,71.21,Activa
3607,Premium,33.79,Cancelada
2036,Básica,26.03,Cancelada
328,Premium,74.82,Cancelada
644,Pro,69.53,Activa
2456,Pro,50.73,Activa
592,Básica,94.55,
4848,Premium,69.57,Activa
1452,,89.87,Cancelada
2326,Premium,23.1,Cancelada
3085,Pro,33.18,Cancelada
3867,Premium,14.93,Cancelada
4365,Premium,33.94,Activa
4271,Básica,97.32,Activa
1167,Pro,96.47,Activa
4918,Premium,77.24,Activa
1762,Pro,54.5,Cancelada
1434,Premium,,Cancelada
131,Pro,57.58,Activa
3090,Premium,5.33,Cancelada
3524,Pro,52.65,
2163,Premium,61.9,Cancelada
4238,Pro,30.25,Cancelada
3377,Premium,24.31,Activa
3449,Premium,31.01,Cancelada
4329,Pro,64.24,Cancelada
1757,,18.88,Activa
683,Premium,73.43,Activa
3323,Premium,45.15,Activa
3737,Básica,38.57,Cancelada
4772,Premium,81.69,Cancelada
2944,Pro,53.08,Cancelada
3796,Básica,40.95,Activa
729,Premium,88.42,
4453,Pro,39.98,Activa
4575,Pro,86.61,Cancelada
2526,Básica,,Cancelada
3156,Básica,24.76,Cancelada
548,Básica,63.22,Activa
799,Pro,32.11,Cancelada
3661,Premium,18.98,Cancelada
1305,Pro,13.22,Activa
4361,Pro,27.96,Cancelada
2025,Básica,,Cancelada
2433,Premium,84.61,
537,Pro,86.86,Activa
981,Básica,30.66,Cancelada
617,Básica,67.79,Cancelada
4143,Premium,26.88,Activa
3554,Premium,64.16,Activa
3887,Básica,,
3249,Premium,8.88,Activa
2093,Premium,98.6,Cancelada
403,Pro,83.57,Activa
1032,Premium,77.36,Cancelada
3105,Básica,70.68,Activa
3259,Premium,78.18,Activa
3212,Pro,99.49,Cancelada
2225,Premium,78.17,Activa
2745,Pro,38.4,Activa
733,Premium,63.32,Activa
4936,Premium,37.01,Activa
2833,Básica,97.16,Cancelada
1011,Básica,90.51,Cancelada
830,Premium,58.92,Cancelada
3804,Premium,79.22,Cancelada
1988,Pro,91.42,Activa
4401,Pro,28.14,Activa
1654,,60.05,Cancelada
3514,Premium,50.76,Activa
1824,Premium,78.3,Activa
4295,,41.01,Activa
3279,Premium,72.35,Activa
2462,Premium,43.28,Cancelada
3540,Premium,15.55,Activa
565,Pro,15.18,Cancelada
2758,Pro,16.31,Activa
4014,Pro,8.09,Cancelada
3407,Premium,55.63,Cancelada
2438,Pro,68.83,Cancelada
3843,Básica,17.04,Cancelada
1065,Básica,63.13,Cancelada
2921,Pro,61.79,Activa
4130,Pro,18.97,Activa
1398,Premium,43.39,Activa
4135,Pro,76.74,Cancelada
1619,Pro,6.59,Activa
1642,Básica,18.96,Cancelada
3394,Básica,99.6,Cancelada
3001,Básica,74.69,Cancelada
3486,,49.09,Cancelada
685,Pro,64.83,Cancelada
267,Básica,85.39,Cancelada
2019,Premium,85.02,Cancelada
1377,Premium,35.85,Activa
3741,Pro,51.67,Cancelada
2661,Premium,65.62,Cancelada
1941,Básica,11.83,Activa
4807,,94.85,Activa
2076,Premium,46.11,
1132,,40.23,
4886,Básica,91.17,Cancelada
2175,Básica,16.24,Activa
3489,Premium,8.73,Activa
226,Pro,70.08,Cancelada
3658,Pro,41.58,Activa
780,Premium,77.63,Activa
2227,Básica,11.51,Cancelada
987,Premium,41.46,Cancelada
3017,Premium,27.36,Activa
2262,Premium,75.26,Cancelada
2112,Básica,26.58,Cancelada
791,Básica,48.5,Cancelada
3818,Premium,82.79,Activa
2131,Pro,91.96,Activa
1905,Premium,73.65,Cancelada
81,Básica,45.78,Cancelada
1443,Pro,59.34,Cancelada
3976,Pro,70.52,Activa
2306,Básica,88.12,Activa
4498,,89.41,Activa
3041,Premium,93.44,Activa
2073,Básica,82.02,Activa
1623,Pro,18.95,Activa
3123,Premium,76.03,Cancelada
2518,Premium,82.39,Activa
2587,Pro,88.4,Activa
3119,Básica,92.86,Activa
4509,Premium,53.37,Cancelada
2291,Pro,67.23,Cancelada
1622,Pro,5.91,Cancelada
1338,,59.41,Cancelada
4254,Básica,49.95,Cancelada
1898,Básica,96.42,Cancelada
4026,Básica,90.66,Cancelada
3036,Básica,80.77,Cancelada
1487,Pro,10.41,Activa
4915,Premium,43.19,Activa
3636,Pro,71.12,Activa
812,Premium,7.82,Activa
1885,Premium,27.4,Cancelada
4261,Premium,89.31,Activa
4647,Básica,17.33,Activa
3081,Pro,9.88,Activa
1743,Premium,60.16,Activa
1390,Pro,94.91,Activa
1917,Básica,84.29,Cancelada
1325,Premium,97.6,Activa
1977,Básica,76.58,Cancelada
1361,Básica,46.55,Cancelada
742,Pro,94.93,Cancelada
4792,Premium,45.53,Activa
3077,Básica,38.26,Cancelada
1146,Pro,47.58,Activa
12,Premium,82.33,Activa
1461,Premium,92.18,Activa
2735,Básica,38.98,Cancelada
3153,Básica,48.91,Activa
891,Básica,90.34,Activa
4127,Básica,9.47,Cancelada
215,Premium,,Cancelada
4084,Básica,48.15,Activa
2352,Básica,40.77,Cancelada
3110,Básica,47.46,Cancelada
2215,Premium,44.78,Cancelada
2349,Pro,76.88,Activa
1247,,93.16,Cancelada
3393,Premium,51.69,Activa
3285,Pro,84.11,
1465,Premium,74.53,Activa
362,,36.41,Activa
1313,Pro,60.79,Activa
2510,Premium,68.35,Cancelada
1431,Premium,7.23,Activa
1562,Básica,42.62,Activa
4794,Premium,99.3,Activa
3478,Pro,65.54,
1112,Básica,36.75,Activa
2843,Premium,28.75,Cancelada
256,Básica,24.9,Cancelada
2498,Premium,43.16,Cancelada
3632,Pro,23.36,Activa
4012,Pro,17.84,Activa
1954,Básica,,Activa
2810,Premium,62.66,Cancelada
1596,Básica,18.91,Activa
4839,,9.21,Activa
3292,Pro,8.29,Cancelada
2682,Básica,,Activa
404,Premium,23.06,Cancelada
2618,Pro,56.23,Activa
2905,Premium,48.29,Activa
3522,Básica,35.85,Cancelada
3196,Pro,84.19,Cancelada
1142,Premium,52.97,Activa
4224,Premium,13.7,Activa
4018,Básica,33.1,Activa
2068,Premium,97.47,Cancelada
3424,Básica,97.81,Activa
1017,,29.19,Activa
564,Básica,20.89,Cancelada
4177,Básica,52.09,Activa
3502,Pro,50.74,Activa
2565,Premium,43.96,Activa
4618,Premium,55.29,Cancelada
1822,Pro,27.06,Activa
724,Básica,15.92,Cancelada
4050,Básica,,Activa
3912,,93.6,Cancelada
4241,Básica,18.09,Cancelada
4358,Pro,71.96,Cancelada
3114,Premium,,Cancelada
3562,Básica,32.93,Cancelada
483,Básica,86.05,Cancelada
2830,Básica,48.37,Activa
3312,Premium,60.41,Cancelada
2214,Premium,47.09,Activa
4776,Pro,12.72,Activa
504,Premium,61.52,Cancelada
3112,Premium,44.79,
4514,Básica,13.24,Activa
4368,,,Activa
2216,Básica,5.94,Cancelada
4033,Pro,24.81,Activa
3010,Básica,79.2,Activa
1026,Pro,8.6,Activa
971,Premium,66.43,Cancelada
2318,Pro,95.22,Cancelada
558,Básica,21.26,Activa
3442,Premium,44.63,Activa
3500,Premium,59.67,Cancelada
2283,Básica,47.79,Activa
86,Premium,63.94,Activa
28,Básica,43.39,Cancelada
776,,19.11,Activa
2789,Pro,13.46,Activa
3596,Premium,75.72,Activa
4998,Básica,27.67,Cancelada
1253,Básica,85.51,Cancelada
1450,Pro,75.59,Cancelada
4958,Básica,9.7,Cancelada
3346,Premium,24.12,Activa
704,Premium,32.74,Cancelada
658,Pro,61.48,Cancelada
4777,Básica,81.93,Cancelada
333,Premium,10.73,Activa
3315,Premium,28.71,Activa
580,Premium,40.74,Cancelada
4779,Básica,22.42,Activa
3978,,56.8,Cancelada
337,Pro,50.41,Activa
3116,Premium,35.07,Cancelada
4516,Pro,54.1,Activa
3293,Premium,38.8,Cancelada
2955,Premium,37.6,Activa
1564,Básica,30.21,Activa
4303,Premium,56.34,Cancelada
179,Premium,47.19,Cancelada
3754,Básica,23.65,Activa
3124,Básica,6.23,Activa
4345,Pro,19.34,Cancelada
3288,Básica,9.07,Cancelada
2792,,46.0,Activa
4743,Básica,26.38,Activa
578,Básica,44.94,Cancelada
3558,Pro,36.3,Cancelada
1901,Básica,56.11,Activa
453,Premium,73.77,Activa
2612,Premium,50.53,Activa
1364,Premium,,Cancelada
3549,Básica,6.66,Activa
3165,Básica,25.26,Cancelada
2238,Premium,45.37,Activa
1230,Básica,,Activa
3724,Pro,36.13,Cancelada
4701,Pro,89.27,Cancelada
3946,Pro,,Cancelada
959,Pro,95.11,Activa
3135,Premium,86.38,Activa
1477,Básica,84.02,Cancelada
3610,Pro,87.05,Activa
3856,Premium,12.6,Cancelada
574,Pro,19.36,Activa
4333,Básica,17.77,Activa
632,Pro,15.57,Cancelada
394,Pro,36.13,Cancelada
3359,Pro,83.87,Cancelada
3416,Pro,,Activa
2753,Básica,28.2,Activa
3281,Premium,69.21,Activa
419,Pro,14.21,Activa
3734,Premium,39.23,Cancelada
2994,Básica,33.07,Cancelada
3349,Básica,85.49,Activa
2778,Pro,53.88,Cancelada
1097,Premium,66.41,Activa
3749,Pro,17.26,Cancelada
1134,Básica,93.25,
4258,Pro,35.63,Activa
4895,Pro,72.15,Activa
1111,Premium,95.69,Cancelada
1531,Básica,53.32,Activa
4306,Pro,53.22,Cancelada
1598,Pro,16.14,Activa
2811,,42.08,Cancelada
3062,,85.98,Activa
4147,,17.84,Cancelada
3542,Pro,92.16,Activa
232,Pro,,Cancelada
4547,,44.99,Cancelada
4248,Básica,56.92,Activa
3387,Premium,19.3,Cancelada
4944,Premium,25.66,Activa
1263,,32.21,Activa
1083,Pro,41.56,Cancelada
2129,Premium,91.97,Activa
4204,Premium,39.92,Activa
4478,Premium,54.76,Activa
2729,Pro,20.39,Activa
2226,Pro,74.92,Activa
4766,Premium,58.23,Cancelada
3599,Premium,46.79,Activa
3444,Básica,94.98,Activa
4828,Pro,89.61,Cancelada
2524,Básica,67.65,Activa
4988,Premium,92.57,Activa
1921,Pro,58.65,Cancelada
4024,Pro,83.56,Cancelada
3892,Básica,,Cancelada
1698,Básica,13.24,Activa
3613,Básica,99.44,Activa
449,Básica,20.73,Cancelada
4099,Pro,28.89,Cancelada
2296,Premium,20.49,Cancelada
792,Premium,37.06,Activa
4502,Premium,32.48,Cancelada
4656,Básica,62.1,Activa
474,Premium,99.66,Cancelada
3702,Básica,9.99,Activa
299,Básica,78.95,Cancelada
4711,Premium,17.16,Cancelada
2098,Premium,6.88,Cancelada
2122,Premium,65.66,Cancelada
3335,Pro,87.96,Activa
3118,Básica,21.75,Cancelada
2186,Pro,,Cancelada
4049,Premium,21.03,Cancelada
957,Pro,91.12,Activa
1633,Pro,30.68,Cancelada
2478,Premium,47.25,Cancelada
2302,Premium,90.0,Cancelada
4943,Básica,57.52,Activa
758,Básica,93.62,Activa
4008,Pro,93.01,Activa
1339,Premium,,Activa
2373,,60.33,Activa
4107,Básica,26.88,Activa
294,Pro,99.1,Cancelada
4956,Pro,31.44,Activa
1194,Pro,79.41,Cancelada
4382,Premium,34.73,Cancelada
2579,Básica,34.74,Cancelada
2476,Básica,14.87,Activa
199,Básica,58.19,Activa
2381,Pro,28.26,Cancelada
3630,Premium,19.1,Cancelada
1846,Pro,26.53,Cancelada
1442,,28.85,Activa
2083,Premium,52.89,Cancelada
1043,Premium,41.66,Cancelada
3695,Pro,12.17,Cancelada
1873,Premium,55.92,Activa
1049,Pro,79.84,Activa
36,Básica,59.55,Activa
4154,Premium,97.58,Activa
3383,Básica,14.42,Activa
4420,Premium,83.01,Cancelada
2533,Pro,53.04,Cancelada
3714,Pro,,Cancelada
525,Pro,54.31,Activa
3111,Pro,35.91,Cancelada
1638,Pro,35.83,Activa
3733,Pro,65.03,Activa
825,Premium,9.25,Cancelada
3950,Premium,60.93,Cancelada
1147,Básica,73.84,
2940,Premium,38.85,
2246,Premium,25.65,Cancelada
183,Básica,25.27,Cancelada
4738,Básica,12.77,Cancelada
2703,Pro,13.52,Activa
348,Básica,20.84,Activa
4735,Básica,6.82,Cancelada
1441,Premium,30.29,Activa
667,Pro,,Cancelada
1163,Básica,99.55,Activa
2041,Pro,99.21,Cancelada
3389,Pro,22.77,Activa
2622,Básica,25.24,Activa
435,Básica,51.73,Cancelada
3669,Básica,19.13,Activa
1618,Básica,52.88,Cancelada
666,Pro,42.94,
3227,Premium,35.84,Cancelada
2402,Pro,83.15,Activa
2495,Pro,83.67,Activa
3234,,98.85,Cancelada
1312,Básica,26.19,Cancelada
209,Básica,89.39,Activa
961,Premium,56.1,Cancelada
2397,Premium,61.19,Cancelada
1976,Premium,90.15,Cancelada
747,Pro,94.55,Cancelada
4247,Premium,74.05,Activa
3348,Pro,38.05,Cancelada
2022,Básica,51.52,Activa
2942,Pro,63.43,Activa
3787,Básica,83.72,Activa
3656,Básica,,Activa
2026,Premium,39.72,Cancelada
615,Básica,44.7,Cancelada
1137,Premium,9.79,Cancelada
2636,Premium,92.81,Cancelada
3202,Premium,13.37,Activa
1396,,60.09,Activa
3048,Premium,87.81,Activa
610,Premium,44.98,Cancelada
2248,Básica,81.01,Activa
2898,Pro,81.36,Activa
4487,Premium,10.69,Cancelada
3989,Premium,44.15,Activa
3532,Premium,70.65,Activa
4787,Básica,45.12,Cancelada
3840,Básica,,Activa
4966,Básica,61.47,Activa
2699,Premium,19.37,Activa
1763,Premium,44.14,Activa
3592,Premium,7.7,Activa
4874,Premium,19.21,Cancelada
2891,Premium,53.66,Activa
787,Básica,59.49,Activa
1362,Premium,18.89,Cancelada
2873,Pro,76.78,Cancelada
4455,Premium,40.43,Activa
4118,Básica,92.46,Cancelada
1963,Premium,41.83,Activa
4391,Pro,19.23,Activa
2158,Premium,77.01,Cancelada
1336,Pro,58.94,Activa
826,,41.74,Cancelada
1779,Básica,38.82,Activa
452,Pro,19.32,Cancelada
72,Premium,37.38,Cancelada
1105,Pro,7.79,Activa
2651,,52.73,Cancelada
1783,Premium,90.19,Activa
4710,Premium,80.56,Activa
1719,Premium,7.71,Activa
2164,Básica,88.72,Activa
3768,Premium,47.97,Cancelada
1644,Básica,23.13,Activa
4871,Pro,76.48,Cancelada
4657,Premium,35.67,Cancelada
1297,Pro,29.07,Activa
2404,Básica,20.33,Activa
3310,Premium,51.23,Activa
4139,Premium,13.87,Activa
865,Básica,79.63,Cancelada
1679,Pro,49.71,Cancelada
3579,Básica,47.46,Cancelada
2289,Pro,5.18,Activa
1546,Pro,82.7,Activa
998,Pro,51.82,Activa
464,Premium,46.79,Cancelada
4337,Básica,77.33,Activa
460,Premium,10.98,Cancelada
2369,Básica,39.83,Activa
3384,Pro,59.69,Cancelada
659,Premium,48.75,Activa
1739,Premium,,Activa
634,Premium,33.43,Cancelada
810,Pro,33.52,Cancelada
586,Básica,99.24,Cancelada
2154,Pro,,Cancelada
4121,Premium,24.49,Cancelada
301,Premium,83.15,Cancelada
3030,Pro,45.01,
1867,Premium,47.17,Cancelada
69,Premium,57.14,Cancelada
954,Básica,61.59,Cancelada
1994,Básica,61.1,Cancelada
1501,Básica,8.28,Activa
3681,Básica,82.79,Cancelada
1319,Básica,,Cancelada
533,Básica,32.77,Cancelada
4611,Premium,21.48,Cancelada
4468,,77.87,Cancelada
2232,Básica,60.45,Activa
3668,Pro,76.75,Activa
3998,Básica,67.07,Cancelada
43,Premium,14.9,Cancelada
1372,,33.64,Cancelada
3099,Pro,53.19,Cancelada
4560,,33.97,Activa
289,Premium,24.69,Cancelada
1386,Pro,87.63,Activa
1356,Premium,76.04,Activa
4673,Premium,37.8,Activa
793,Básica,77.68,Activa
2871,Premium,64.62,Cancelada
4161,Pro,5.36,Activa
2775,Premium,,Cancelada
108,Premium,32.6,Activa
1935,Básica,25.7,Cancelada
817,Básica,28.9,Cancelada
1051,Premium,94.52,Activa
4469,Premium,51.2,Activa
934,Premium,85.53,
2066,Básica,25.35,Activa
4968,Básica,21.57,Cancelada
545,Pro,89.44,Activa
3375,,52.09,Activa
975,Pro,90.04,Cancelada
4064,Pro,10.99,Cancelada
3240,Básica,92.06,Cancelada
33,Básica,44.47,Cancelada
2991,Premium,19.76,Cancelada
1045,Pro,69.92,Activa
2489,Premium,80.71,Activa
3128,Premium,9.5,Activa
3692,Básica,98.78,
2605,Premium,71.22,Activa
2550,Premium,35.53,Activa
2600,Básica,19.37,Activa
4677,Básica,42.29,
2899,Básica,25.95,Cancelada
1751,Básica,51.94,Activa
3363,Pro,79.28,Activa
4166,Pro,67.71,Activa
1592,Pro,,Activa
1401,Premium,16.3,Cancelada
908,Pro,95.93,Cancelada
3311,Básica,30.69,Cancelada
331,Pro,,Cancelada
2935,Básica,66.32,Cancelada
3591,Pro,78.2,Activa
1144,Pro,98.49,Cancelada
2321,Básica,97.07,Cancelada
1650,Básica,91.81,Activa
3838,,46.35,Cancelada
3480,Premium,20.83,Activa
2330,,60.52,Cancelada
1523,Pro,6.64,Cancelada
147,Pro,,Cancelada
2481,,5.24,Activa
211,Básica,,Activa
770,Premium,,Activa
3960,Básica,42.37,Cancelada
1177,Pro,40.08,Activa
4387,Básica,83.94,Activa
2088,,69.12,Cancelada
896,Básica,93.96,
3303,Básica,47.31,Cancelada
2901,Básica,30.86,Cancelada
937,Premium,16.66,Activa
549,Premium,68.84,Activa
674,Pro,84.97,Activa
200,Premium,22.46,Cancelada
1899,Básica,88.48,Cancelada
1831,Premium,55.0,Cancelada
4102,Pro,18.69,Activa
3586,,66.07,Activa
1579,Pro,54.41,Activa
4083,Pro,,Activa
4593,,42.93,Cancelada
736,Básica,79.55,Cancelada
4230,Pro,,Cancelada
2660,Premium,31.79,
1990,Premium,93.22,Activa
437,Premium,27.59,Activa
4140,Pro,29.01,Activa
2077,Pro,,Cancelada
1548,Básica,89.98,Cancelada
860,,53.22,Activa
4503,Premium,69.81,Activa
64,Básica,97.75,Activa
2859,Premium,79.41,Cancelada
1275,Básica,21.4,Activa
4863,Pro,79.89,Activa
2095,Básica,76.09,Activa
3158,Pro,27.1,Activa
251,Pro,35.91,Cancelada
3385,,72.46,Cancelada
3929,Pro,27.65,Cancelada
1522,Pro,24.78,Cancelada
4021,Pro,71.83,Cancelada
105,Premium,88.66,Activa
4009,Pro,12.13,Activa
1582,Premium,47.36,Activa
4212,,62.68,Activa
2837,Premium,,Activa
2916,Premium,99.64,Activa
2539,Pro,69.86,Cancelada
2388,Premium,63.91,Activa
4465,Básica,99.02,Activa
4005,Premium,,Cancelada
3357,Pro,12.07,Cancelada
2807,Básica,58.26,Cancelada
3439,Pro,39.07,Activa
2484,Pro,14.19,Activa
4727,Premium,34.11,Cancelada
3894,Pro,69.06,Cancelada
4323,Básica,88.66,Cancelada
2973,Básica,13.96,Cancelada
300,Básica,56.31,Activa
988,Básica,,Cancelada
285,Premium,68.4,Cancelada
3920,Básica,57.2,Activa
1853,Premium,93.04,Activa
3557,Pro,8.58,Cancelada
1333,Pro,,Activa
1980,Premium,23.31,Activa
1495,Pro,55.99,Cancelada
3519,Pro,86.09,Cancelada
4527,Básica,91.58,Activa
1718,Pro,42.83,Cancelada
4079,Pro,,Cancelada
1807,Premium,,Activa
177,Básica,5.6,Activa
3465,Pro,86.25,Activa
2509,Pro,16.34,Activa
834,Premium,6.67,Activa
3420,Pro,38.61,Cancelada
1236,Básica,41.04,Activa
84,Básica,12.34,Cancelada
3484,Básica,82.35,Cancelada
3699,Premium,43.53,Cancelada
754,Básica,51.54,Cancelada
212,Básica,30.14,Cancelada
1829,Básica,53.59,Activa
989,Básica,77.84,Cancelada
1847,Básica,91.09,Cancelada
1235,Básica,97.2,Activa
716,Premium,45.54,Cancelada
1773,Básica,99.05,Activa
1502,Pro,33.02,Cancelada
697,Premium,,Activa
463,Pro,77.92,Activa
524,Pro,21.95,Cancelada
2103,Básica,9.98,Activa
4883,Pro,92.78,Activa
2085,Pro,80.22,Cancelada
4699,Pro,,Cancelada
4617,Básica,78.81,
1332,Básica,85.18,Cancelada
1780,Básica,91.0,Cancelada
4634,Premium,56.65,Cancelada
739,Básica,71.82,Activa
432,Básica,77.41,Cancelada
3831,Pro,70.42,Cancelada
2959,Básica,66.45,Cancelada
4047,Pro,57.02,Cancelada
889,Básica,50.52,Cancelada
4206,Básica,99.63,Cancelada
3371,Básica,37.07,Cancelada
1436,,13.39,Cancelada
1912,Básica,77.68,Cancelada
4780,Básica,25.31,Activa
2179,Básica,55.61,Activa
4594,,14.1,Activa
4441,,63.83,Cancelada
1942,Premium,94.68,Cancelada
1033,Básica,73.66,Activa
492,Premium,25.38,Cancelada
4935,Pro,97.26,
4712,Pro,34.17,Cancelada
669,Pro,46.48,Cancelada
3006,Premium,52.32,Cancelada
1520,Premium,99.12,Cancelada
4518,Premium,11.54,Activa
151,Básica,71.19,Cancelada
2977,Pro,39.38,Activa
3362,Pro,,Cancelada
2013,Básica,93.83,Activa
2364,Premium,61.04,Cancelada
2847,Pro,76.58,Cancelada
4016,Premium,27.84,Cancelada
2420,Básica,77.35,Cancelada
4200,Premium,83.71,Activa
2416,Básica,45.93,Activa
4646,Premium,59.34,Activa
4194,Básica,97.33,
3044,Pro,85.44,Activa
3445,Básica,47.26,Cancelada
2149,Premium,68.13,Activa
1883,Pro,79.5,Activa
4814,Premium,7.31,Activa
4031,Premium,,Cancelada
1668,Básica,98.53,Activa
164,Básica,94.98,Activa
756,Premium,84.08,Activa
4924,Básica,15.09,Activa
3615,Premium,99.43,Cancelada
4314,Básica,62.91,Cancelada
4587,Básica,26.18,Activa
1282,Premium,69.06,Cancelada
3354,Pro,86.37,Cancelada
1538,,15.67,Activa
2755,,92.06,Cancelada
3782,Pro,92.42,Cancelada
1062,Básica,6.28,Cancelada
1343,Básica,90.53,Cancelada
824,Premium,94.95,Cancelada
4978,Básica,8.58,Cancelada
4823,,32.95,Cancelada
3097,Premium,40.45,Cancelada
4923,Básica,38.14,Activa
4949,Pro,77.11,Cancelada
1535,Básica,39.02,Cancelada
2193,Pro,95.87,Cancelada
428,Básica,99.52,
166,Pro,35.1,Activa
3343,Básica,53.34,Cancelada
1621,Pro,57.98,Activa
7,Pro,60.04,Activa
4870,Básica,40.55,Cancelada
4078,Básica,20.77,Activa
4674,Premium,10.18,Activa
3952,Pro,15.1,Activa
4088,Básica,90.62,
2795,Premium,31.64,Activa
723,Básica,12.3,Activa
1115,Pro,64.24,Activa
1627,Básica,12.15,Cancelada
1504,Básica,,
1840,Premium,64.05,Activa
2590,Básica,61.18,Activa
4708,Premium,,Cancelada
3386,Pro,48.75,Cancelada
4310,Pro,46.4,Cancelada
3855,Básica,56.94,Activa
3770,Premium,75.1,Cancelada
4540,Pro,31.87,Activa
4941,Básica,46.11,Cancelada
4228,Básica,,Activa
2855,Básica,92.64,Activa
4007,Básica,89.68,Activa
4350,Básica,50.37,Cancelada
3732,Premium,54.48,Cancelada
4481,Básica,55.27,Cancelada
4055,Básica,87.53,Cancelada
364,Básica,84.79,Cancelada
415,Básica,34.6,Activa
4104,Básica,20.47,Activa
784,Básica,41.0,Cancelada
2570,Básica,32.4,Activa
19,Pro,95.32,Cancelada
2522,,30.26,Activa
888,Básica,22.21,Activa
2120,Premium,90.45,Cancelada
466,Básica,13.22,Activa
3601,Premium,29.73,Cancelada
2113,,46.72,Activa
2554,Premium,61.54,Activa
3676,Premium,36.13,Activa
991,Premium,52.14,Activa
3304,Pro,23.89,Cancelada
1581,Básica,59.56,Cancelada
2655,Pro,43.74,Activa
2649,Pro,85.68,Cancelada
1659,Básica,44.49,Cancelada
2241,Pro,47.16,
2367,Básica,61.26,Activa
4812,,16.7,Cancelada
1256,Básica,19.9,Cancelada
381,Básica,80.07,Cancelada
1543,,30.97,Cancelada
4412,Premium,70.05,Activa
1109,Pro,14.26,Activa
1540,Básica,83.08,Cancelada
472,Básica,98.88,
4406,Básica,40.5,Cancelada
956,Básica,53.03,Activa
3206,Premium,47.06,Cancelada
2217,Premium,,Cancelada
182,Premium,5.94,Activa
3623,Pro,67.08,Activa
1467,Básica,66.97,Cancelada
1513,Premium,41.33,Activa
