cliente_id,edad,pais,fecha_registro
1656,33.0,Colombia,2023-03-02
1657,67.0,Chile,2023-12-22
1658,69.0,Perú,2022-08-04
1659,29.0,Chile,2023-07-25
1660,30.0,Chile,2021-12-20
1661,62.0,Perú,2023-08-26
1662,59.0,Chile,2021-03-12
1663,56.0,México,2023-04-15
1664,42.0,México,2022-02-17
1665,63.0,México,2022-09-04
1666,49.0,Argentina,2023-12-21
1667,41.0,Chile,2022-09-07
1668,65.0,Argentina,2022-06-13
1669,64.0,Colombia,2021-07-10
1670,61.0,Perú,2021-03-19
1671,26.0,Colombia,2023-06-08
1672,57.0,Argentina,2023-08-07
1673,67.0,México,2021-01-17
1674,40.0,Chile,2023-03-26
1675,67.0,Chile,2022-03-10
1676,30.0,México,2023-12-03
1677,,,2023-12-28
1678,67.0,Perú,2021-07-31
1679,32.0,Perú,2021-07-22
1680,53.0,,2022-12-27
1681,66.0,,2021-04-19
1682,22.0,México,2023-08-26
1683,39.0,Perú,2021-10-11
1684,33.0,Argentina,2023-07-30
1685,58.0,Perú,2023-01-07
1686,27.0,Colombia,2024-02-16
1687,41.0,Argentina,2023-07-21
1688,35.0,,2022-08-26
1689,66.0,México,2022-05-06
1690,35.0,Perú,2021-01-19
1691,24.0,Argentina,2024-04-13
1692,21.0,Argentina,2023-03-12
1693,43.0,Perú,2023-01-30
1694,22.0,Perú,2024-03-11
1695,33.0,Chile,2023-07-18
1696,,Chile,2021-10-25
1697,,Perú,2022-12-06
1698,35.0,Colombia,2023-03-26
1699,46.0,Chile,2023-03-14
1700,40.0,Perú,2022-01-08
1701,31.0,Argentina,2023-07-17
1702,32.0,Chile,2023-08-09
1703,66.0,Colombia,2023-04-24
1704,50.0,México,2023-08-05
1705,42.0,Argentina,2022-03-19
1706,38.0,Colombia,2021-05-22
1707,34.0,Colombia,2022-02-06
1708,40.0,Colombia,2023-04-03
1709,60.0,Argentina,2021-08-10
1710,34.0,Colombia,2023-01-07
1711,31.0,México,2023-09-21
1712,,Chile,2021-04-23
1713,37.0,Argentina,2023-12-30
1714,47.0,Colombia,2022-08-21
1715,,Perú,2023-06-23
1716,56.0,Chile,2022-04-30
1717,,Argentina,2022-07-05
1718,35.0,Perú,2023-10-31
1719,40.0,Perú,2021-01-03
1720,63.0,Colombia,2022-10-24
1721,50.0,Argentina,2021-03-08
1722,56.0,Colombia,2022-12-06
1723,57.0,México,2024-01-26
1724,35.0,Perú,2021-04-08
1725,26.0,México,2023-12-17
1726,,Colombia,2024-02-05
1727,49.0,Chile,2021-03-29
1728,34.0,Perú,2023-08-30
1729,36.0,,2022-10-15
1730,44.0,Argentina,2022-10-18
1731,23.0,Perú,2023-07-01
1732,52.0,,2022-01-06
1733,54.0,Chile,2022-01-10
1734,51.0,Argentina,2021-02-21
1735,37.0,Perú,2021-02-10
1736,42.0,Argentina,2023-03-27
1737,21.0,México,2021-04-01
1738,27.0,Perú,2021-02-08
1739,27.0,Argentina,2023-11-03
1740,41.0,Colombia,2023-06-19
1741,38.0,Perú,2022-09-13
1742,28.0,Perú,2021-04-14
1743,44.0,Perú,2023-01-13
1744,,Perú,2021-02-12
1745,43.0,Colombia,2021-07-28
1746,47.0,México,2022-08-23
1747,,Colombia,2022-08-28
1748,33.0,Colombia,2022-04-21
1749,24.0,Argentina,2021-04-19
1750,33.0,Chile,2021-08-02
1751,52.0,Chile,2022-02-13
1752,33.0,Argentina,2023-02-10
1753,,Colombia,2022-09-25
1754,29.0,Argentina,2021-03-18
1755,52.0,Perú,2021-04-05
1756,66.0,Argentina,2021-09-26
1757,38.0,Argentina,2021-12-27
1758,67.0,Perú,2022-06-14
1759,60.0,Chile,2022-11-14
1760,53.0,Perú,2021-06-11
1761,65.0,México,2022-04-10
1762,34.0,Argentina,2023-04-03
1763,,Argentina,2022-07-02
1764,58.0,Chile,2021-02-21
1765,23.0,Colombia,2022-05-03
1766,41.0,Perú,2021-04-02
1767,44.0,Colombia,2022-10-13
1768,37.0,México,2021-12-23
1769,42.0,Perú,2022-12-20
1770,19.0,México,2024-03-13
1771,26.0,México,2021-07-18
1772,45.0,México,2023-03-26
1773,55.0,Perú,2021-08-05
1774,20.0,Perú,2022-07-10
1775,37.0,,2023-03-14
1776,23.0,Argentina,2022-12-02
1777,56.0,Colombia,2022-05-18
1778,50.0,Colombia,2022-04-14
1779,18.0,México,2022-01-01
1780,54.0,Perú,2022-09-16
1781,,Perú,2023-07-09
1782,62.0,México,2022-07-15
1783,51.0,Argentina,2023-04-03
1784,64.0,Colombia,2023-08-25
1785,32.0,Chile,2022-10-25
1786,62.0,Argentina,2023-01-21
1787,43.0,Perú,2024-01-04
1788,31.0,México,2024-01-27
1789,,Colombia,2022-01-18
1790,63.0,México,2021-11-05
1791,48.0,Perú,2021-06-25
1792,41.0,,2021-08-16
1793,48.0,Colombia,2021-12-13
1794,46.0,México,2023-10-18
1795,,Colombia,2021-12-16
1796,,,2022-03-31
1797,34.0,México,2022-03-17
1798,,Colombia,2023-01-31
1799,,México,2022-05-30
1800,,Argentina,2024-01-10
1801,65.0,Chile,2021-10-15
1802,41.0,Argentina,2021-01-08
1803,62.0,Chile,2021-03-28
1804,44.0,Argentina,2023-09-25
1805,42.0,,2021-10-13
1806,49.0,México,2021-03-15
1807,69.0,Colombia,2024-02-21
1808,35.0,Colombia,2023-03-17
1809,63.0,Perú,2024-03-12
1810,,Chile,2021-06-07
1811,54.0,Perú,2022-03-06
1812,43.0,Perú,2024-02-07
1813,26.0,Chile,2023-04-26
1814,,Colombia,2021-02-05
1815,,Chile,2024-01-19
1816,37.0,,2023-10-18
1817,59.0,Perú,2023-09-01
1818,39.0,Perú,2023-10-15
1819,36.0,Chile,2022-12-14
1820,47.0,Perú,2023-12-06
1821,45.0,Colombia,2022-05-03
1822,52.0,Perú,2022-09-11
1823,60.0,Chile,2021-06-19
1824,28.0,,2021-05-26
1825,48.0,Colombia,2023-05-18
1826,66.0,Perú,2022-02-24
1827,,Chile,2022-07-27
1828,56.0,Perú,2023-10-24
1829,53.0,México,2023-03-10
1830,47.0,México,2021-11-17
1831,40.0,Colombia,2021-09-03
1832,36.0,Perú,2022-04-22
1833,29.0,México,2024-01-22
1834,32.0,Argentina,2023-02-22
1835,48.0,México,2022-06-17
1836,60.0,Perú,2021-08-25
1837,54.0,Perú,2024-03-10
1838,54.0,México,2023-09-02
1839,32.0,,2022-11-10
1840,46.0,,2022-08-02
1841,67.0,Argentina,2021-05-10
1842,60.0,Colombia,2021-01-11
1843,43.0,Perú,2021-09-14
1844,61.0,Chile,2023-03-27
1845,19.0,Colombia,2022-01-04
1846,37.0,Colombia,2023-08-02
1847,32.0,,2023-06-01
1848,69.0,México,2021-01-19
1849,21.0,,2021-04-20
1850,39.0,Perú,2022-05-20
1851,67.0,México,2023-11-24
1852,55.0,Chile,2023-09-30
1853,40.0,Argentina,2021-09-12
1854,43.0,Argentina,2022-09-30
1855,68.0,Argentina,2021-05-14
1856,28.0,Chile,2022-05-14
1857,45.0,México,2022-02-01
1858,19.0,,2022-10-09
1859,25.0,Argentina,2022-11-16
1860,46.0,Argentina,2021-01-19
1861,28.0,México,2023-10-08
1862,54.0,Argentina,2021-04-29
1863,35.0,Argentina,2021-10-29
1864,67.0,Chile,2021-08-15
1865,31.0,Colombia,2021-12-22
1866,27.0,México,2022-12-02
1867,,México,2022-05-02
1868,26.0,México,2021-08-11
1869,52.0,Chile,2023-09-22
1870,28.0,Chile,2022-05-15
1871,61.0,Perú,2023-11-12
1872,29.0,Chile,2024-02-25
1873,20.0,,2021-12-31
1874,56.0,Perú,2023-12-04
1875,31.0,Colombia,2022-06-03
1876,45.0,Argentina,2024-02-26
1877,28.0,Argentina,2024-02-28
1878,56.0,Perú,2022-06-13
1879,42.0,Colombia,2021-07-05
1880,38.0,Argentina,2023-03-09
1881,27.0,,2023-09-09
1882,60.0,,2021-12-14
1883,32.0,México,2023-07-11
1884,36.0,Colombia,2023-07-10
1885,65.0,Argentina,2023-08-15
1886,39.0,México,2021-12-27
1887,,Perú,2021-07-01
1888,69.0,Argentina,2021-04-07
1889,61.0,México,2022-07-17
1890,49.0,Chile,2021-11-10
1891,,Colombia,2023-08-13
1892,40.0,Perú,2021-01-21
1893,30.0,Argentina,2023-03-16
1894,22.0,Chile,2022-07-30
1895,21.0,Colombia,2022-02-07
1896,45.0,Colombia,2024-02-22
1897,31.0,Chile,2022-09-05
1898,25.0,Argentina,2024-02-17
1899,26.0,Colombia,2023-08-28
1900,68.0,Perú,2022-11-24
1901,52.0,México,2023-08-17
1902,,Perú,2023-05-22
1903,38.0,Colombia,2023-04-20
1904,,México,2021-04-13
1905,50.0,Chile,2021-11-29
1906,25.0,México,2024-02-28
1907,68.0,México,2023-01-23
1908,66.0,México,2021-05-14
1909,34.0,Colombia,2024-03-26
1910,60.0,,2022-03-01
1911,48.0,Colombia,2023-07-26
1912,51.0,Argentina,2022-05-20
1913,23.0,,2023-05-21
1914,39.0,Chile,2021-07-09
1915,31.0,Chile,2022-09-04
1916,20.0,Chile,2021-02-21
1917,29.0,Chile,2022-09-04
1918,53.0,Perú,2022-01-09
1919,29.0,Colombia,2022-01-10
1920,62.0,Argentina,2022-01-24
1921,19.0,Chile,2022-11-05
1922,,Perú,2023-03-15
1923,32.0,Perú,2022-02-08
1924,40.0,Perú,2022-08-16
1925,46.0,Colombia,2023-01-02
1926,,Chile,2022-05-20
1927,49.0,Perú,2021-03-24
1928,24.0,,2021-11-15
1929,47.0,Chile,2023-12-27
1930,,Colombia,2022-02-18
1931,31.0,Perú,2022-03-29
1932,61.0,Argentina,2023-01-16
1933,47.0,México,2021-07-17
1934,34.0,México,2021-09-16
1935,49.0,México,2021-10-25
1936,63.0,Colombia,2021-10-27
1937,23.0,Perú,2021-05-09
1938,68.0,México,2022-05-13
1939,41.0,México,2022-03-14
1940,,Chile,2021-07-26
1941,,Perú,2021-10-21
1942,35.0,Perú,2021-01-29
1943,41.0,Chile,2021-06-28
1944,54.0,Perú,2021-02-10
1945,41.0,Argentina,2021-12-10
1946,55.0,,2023-03-27
1947,51.0,Chile,2023-01-07
1948,57.0,México,2022-09-18
1949,64.0,Perú,2021-10-05
1950,32.0,Argentina,2022-06-13
1951,,Argentina,2021-03-27
1952,39.0,Colombia,2021-11-13
1953,41.0,Argentina,2022-11-24
1954,18.0,Perú,2023-05-13
1955,35.0,,2024-03-14
1956,61.0,,2021-11-11
1957,29.0,Perú,2021-08-13
1958,60.0,Perú,2023-12-14
1959,45.0,México,2021-03-09
1960,57.0,Chile,2023-10-18
1961,24.0,,2024-01-06
1962,40.0,Perú,2023-05-06
1963,38.0,,2024-03-24
1964,51.0,Chile,2024-01-01
1965,28.0,Chile,2023-06-02
1966,39.0,Chile,2024-02-03
1967,59.0,Argentina,2023-08-29
1968,52.0,México,2024-01-24
1969,69.0,México,2024-02-26
1970,,,2021-07-19
1971,,Chile,2021-11-28
1972,45.0,Chile,2022-07-01
1973,35.0,Perú,2021-03-07
1974,31.0,Argentina,2023-01-01
1975,35.0,Argentina,2022-07-22
1976,45.0,Colombia,2022-10-19
1977,41.0,México,2022-02-08
1978,25.0,Chile,2022-09-10
1979,59.0,Colombia,2022-08-19
1980,62.0,Argentina,2022-10-10
1981,25.0,Argentina,2021-05-26
1982,21.0,Argentina,2023-01-31
1983,44.0,Chile,2021-05-05
1984,53.0,Chile,2022-04-25
1985,22.0,Chile,2023-09-29
1986,,Perú,2022-12-13
1987,66.0,,2022-12-16
1988,51.0,Argentina,2023-03-26
1989,47.0,Argentina,2023-11-20
1990,25.0,Perú,2021-02-25
1991,56.0,Argentina,2021-05-12
1992,64.0,Argentina,2021-08-19
1993,43.0,Chile,2022-01-30
1994,54.0,Chile,2024-03-21
1995,51.0,México,2023-09-09
1996,24.0,Argentina,2023-08-21
1997,57.0,Colombia,2023-07-22
1998,,Argentina,2023-06-27
1999,,Argentina,2022-06-17
2000,56.0,México,2023-08-23
2001,45.0,,2022-03-24
2002,31.0,Argentina,2021-05-06
2003,67.0,Colombia,2022-07-09
2004,55.0,Chile,2022-11-25
2005,21.0,Chile,2022-05-04
2006,59.0,Colombia,2022-09-04
2007,35.0,Argentina,2023-06-10
2008,61.0,Colombia,2022-03-22
2009,,Colombia,2022-05-23
2010,42.0,Chile,2022-04-02
2011,,Colombia,2023-09-13
2012,,Perú,2022-01-20
2013,45.0,Perú,2022-12-13
2014,22.0,Chile,2023-07-18
2015,20.0,Argentina,2024-02-13
2016,61.0,Argentina,2022-03-28
2017,48.0,Chile,2022-10-16
2018,64.0,,2024-02-17
2019,,México,2024-01-22
2020,37.0,Perú,2022-06-05
2021,36.0,México,2022-06-22
2022,65.0,México,2021-05-25
2023,28.0,México,2023-12-28
2024,,,2022-12-01
2025,20.0,México,2021-05-11
2026,40.0,Colombia,2023-01-03
2027,24.0,Argentina,2022-05-28
2028,40.0,Chile,2022-10-02
2029,24.0,Colombia,2021-01-01
2030,63.0,Colombia,2022-03-08
2031,51.0,Perú,2022-01-26
2032,59.0,Perú,2022-02-03
2033,36.0,Colombia,2023-03-19
2034,26.0,Perú,2022-01-30
2035,65.0,Argentina,2023-08-10
2036,68.0,Argentina,2021-06-23
2037,35.0,Perú,2023-12-05
2038,58.0,México,2023-05-05
2039,65.0,Colombia,2024-03-10
2040,62.0,Argentina,2022-06-23
2041,59.0,Perú,2023-01-15
2042,42.0,Perú,2022-12-22
2043,69.0,Argentina,2021-02-19
2044,31.0,Argentina,2023-12-21
2045,61.0,México,2021-08-31
2046,42.0,Perú,2024-03-09
2047,,Perú,2024-03-26
2048,56.0,Chile,2022-08-20
2049,32.0,México,2021-10-03
2050,,Argentina,2023-11-21
2051,44.0,,2021-01-08
2052,57.0,Colombia,2022-12-16
2053,27.0,Argentina,2021-02-02
2054,21.0,Perú,2023-03-21
2055,68.0,Argentina,2023-07-17
2056,36.0,Perú,2023-05-12
2057,45.0,Perú,2021-02-06
2058,38.0,México,2021-02-03
2059,64.0,Argentina,2022-03-31
2060,31.0,,2022-03-20
2061,,Perú,2021-07-31
2062,65.0,Argentina,2024-03-09
2063,27.0,Argentina,2022-12-03
2064,36.0,,2022-08-31
2065,,México,2023-09-09
2066,39.0,Perú,2021-12-27
2067,20.0,Perú,2021-10-31
2068,54.0,Argentina,2021-10-23
2069,58.0,Argentina,2021-06-01
2070,35.0,Chile,2022-08-23
2071,28.0,Chile,2021-07-30
2072,65.0,Colombia,2021-08-20
2073,19.0,Perú,2023-05-20
2074,29.0,,2022-11-26
2075,23.0,,2022-01-02
2076,60.0,México,2022-04-26
2077,57.0,México,2022-07-26
2078,61.0,Chile,2023-07-19
2079,46.0,Colombia,2023-11-06
2080,47.0,,2022-04-11
2081,,Perú,2021-10-21
2082,,Argentina,2021-06-20
2083,64.0,México,2023-11-22
2084,19.0,Perú,2021-09-20
2085,46.0,Perú,2022-07-12
2086,50.0,México,2021-07-08
2087,27.0,México,2023-02-25
2088,51.0,Colombia,2022-08-06
2089,61.0,Chile,2023-09-29
2090,25.0,Perú,2022-08-23
2091,54.0,Colombia,2023-04-26
2092,50.0,Colombia,2021-12-08
2093,64.0,,2023-08-12
2094,23.0,Perú,2021-01-22
2095,61.0,Argentina,2024-01-03
2096,57.0,Chile,2021-06-15
2097,62.0,Perú,2021-08-22
2098,36.0,México,2022-10-03
2099,49.0,Argentina,2022-08-30
2100,44.0,Chile,2022-06-24
2101,18.0,México,2023-11-25
2102,60.0,México,2021-11-14
2103,69.0,Chile,2021-12-09
2104,50.0,Argentina,2023-09-06
2105,57.0,México,2022-09-29
2106,49.0,Colombia,2021-03-20
2107,22.0,Chile,2023-06-12
2108,34.0,Chile,2022-07-27
2109,25.0,Perú,2022-03-25
2110,59.0,Argentina,2021-10-09
2111,51.0,Colombia,2022-11-06
2112,26.0,Colombia,2021-02-26
2113,40.0,Perú,2021-07-10
2114,52.0,México,2022-10-06
2115,67.0,,2021-02-11
2116,24.0,Colombia,2024-04-11
2117,32.0,Argentina,2022-11-10
2118,37.0,México,2022-05-17
2119,,Chile,2023-03-01
2120,42.0,Perú,2023-01-20
2121,20.0,Argentina,2023-01-12
2122,63.0,México,2021-06-14
2123,41.0,Colombia,2023-01-25
2124,51.0,Perú,2021-03-31
2125,63.0,México,2023-09-14
2126,39.0,Colombia,2023-12-18
2127,28.0,México,2022-10-10
2128,65.0,Perú,2023-01-20
2129,25.0,Chile,2023-03-30
2130,56.0,Chile,2021-08-31
2131,60.0,Colombia,2022-10-25
2132,,,2023-05-08
2133,66.0,Perú,2021-08-07
2134,63.0,Colombia,2021-01-09
2135,55.0,México,2022-03-06
2136,25.0,Argentina,2021-01-13
2137,,México,2023-06-26
2138,44.0,Perú,2023-08-28
2139,45.0,Colombia,2022-11-21
2140,57.0,México,2023-12-27
2141,51.0,Colombia,2022-11-08
2142,49.0,Chile,2021-07-03
2143,32.0,Argentina,2023-10-02
2144,61.0,Perú,2021-07-27
2145,34.0,México,2022-06-12
2146,50.0,Argentina,2023-03-29
2147,64.0,Perú,2023-09-30
2148,63.0,,2022-03-31
2149,69.0,Chile,2023-06-21
2150,33.0,Colombia,2021-09-01
2151,46.0,Colombia,2023-02-10
2152,26.0,Argentina,2021-08-26
2153,50.0,Chile,2021-12-11
2154,66.0,Perú,2021-11-06
2155,46.0,Chile,2021-02-07
2156,30.0,Chile,2021-02-01
2157,38.0,Argentina,2021-10-19
2158,38.0,Colombia,2021-10-19
2159,22.0,Chile,2023-01-28
2160,27.0,Chile,2022-08-01
2161,23.0,Chile,2024-03-07
2162,68.0,México,2022-08-28
2163,30.0,Chile,2022-03-23
2164,18.0,,2021-10-05
2165,37.0,Perú,2023-09-21
2166,64.0,México,2022-06-16
2167,63.0,Chile,2023-09-11
2168,25.0,Chile,2022-08-25
2169,27.0,Argentina,2022-07-16
2170,26.0,Argentina,2023-10-31
2171,66.0,México,2022-08-14
2172,,Perú,2021-02-28
2173,20.0,México,2024-01-17
2174,28.0,México,2022-04-04
2175,29.0,Argentina,2021-04-14
2176,27.0,Argentina,2023-04-11
2177,42.0,Perú,2023-02-28
2178,66.0,Chile,2021-04-14
2179,66.0,Perú,2023-01-12
2180,42.0,Chile,2021-10-28
2181,28.0,Colombia,2022-10-16
2182,53.0,Argentina,2022-07-09
2183,,Colombia,2022-09-20
2184,43.0,Colombia,2024-01-13
2185,31.0,Argentina,2023-07-18
2186,56.0,Colombia,2021-12-26
2187,57.0,México,2021-03-28
2188,18.0,Chile,2022-03-04
2189,21.0,,2022-01-02
2190,47.0,Argentina,2021-12-09
2191,29.0,México,2021-12-13
2192,52.0,,2021-04-06
2193,30.0,Perú,2024-03-05
2194,69.0,Perú,2023-06-03
2195,48.0,,2022-05-01
2196,55.0,Colombia,2022-08-27
2197,60.0,Colombia,2022-02-16
2198,40.0,Colombia,2022-03-24
2199,21.0,México,2021-09-04
2200,69.0,Colombia,2023-02-09
2201,33.0,Argentina,2022-11-30
2202,24.0,Perú,2022-02-25
2203,39.0,México,2021-05-04
2204,,Colombia,2024-04-07
2205,28.0,,2023-07-30
2206,50.0,México,2023-05-27
2207,46.0,Perú,2024-02-09
2208,56.0,México,2021-01-13
2209,29.0,Chile,2023-03-11
2210,24.0,México,2023-11-13
2211,56.0,Colombia,2023-08-03
2212,59.0,Perú,2021-07-19
2213,,Perú,2021-10-30
2214,43.0,Perú,2024-04-03
2215,57.0,Argentina,2023-01-08
2216,26.0,Argentina,2021-06-25
2217,58.0,Colombia,2023-11-19
2218,51.0,Chile,2022-11-08
2219,62.0,Argentina,2022-06-19
2220,30.0,México,2022-04-22
2221,53.0,Colombia,2022-01-18
2222,42.0,Chile,2022-07-10
2223,,México,2021-11-30
2224,61.0,Perú,2024-02-04
2225,,Argentina,2023-06-17
2226,19.0,México,2023-07-20
2227,30.0,Chile,2022-11-16
2228,48.0,Colombia,2022-07-15
2229,46.0,México,2021-05-03
2230,67.0,Colombia,2023-11-25
2231,45.0,,2022-09-10
2232,,Chile,2023-09-15
2233,32.0,Chile,2023-04-20
2234,48.0,Argentina,2022-02-20
2235,57.0,Chile,2022-12-09
2236,32.0,México,2022-09-29
2237,50.0,México,2021-12-13
2238,37.0,,2021-02-06
2239,,Perú,2022-05-27
2240,29.0,Chile,2023-04-29
2241,54.0,Chile,2022-06-19
2242,,México,2023-06-29
2243,40.0,Argentina,2023-02-12
2244,25.0,Argentina,2022-10-26
2245,49.0,Chile,2023-11-08
2246,65.0,Chile,2021-01-27
2247,,Colombia,2022-06-20
2248,44.0,Chile,2023-11-19
2249,42.0,México,2023-10-05
2250,30.0,Perú,2022-10-20
2251,,Chile,2022-10-02
2252,62.0,Chile,2024-02-15
2253,48.0,,2024-03-01
2254,54.0,Colombia,2021-02-11
2255,65.0,Chile,2024-03-29
2256,60.0,Argentina,2024-02-23
2257,22.0,Argentina,2021-08-01
2258,30.0,Argentina,2023-04-16
2259,45.0,Perú,2022-12-03
2260,60.0,Perú,2021-03-21
2261,42.0,Chile,2023-08-13
2262,68.0,Chile,2023-06-21
2263,52.0,,2024-01-24
2264,64.0,Perú,2022-02-28
2265,56.0,Chile,2023-07-08
2266,24.0,México,2022-05-31
2267,55.0,Colombia,2021-06-14
2268,49.0,Argentina,2023-09-24
2269,20.0,Argentina,2023-09-20
2270,62.0,México,2023-06-12
2271,56.0,Chile,2023-10-13
2272,54.0,Perú,2023-12-02
2273,67.0,Chile,2023-01-11
2274,39.0,Chile,2023-01-25
2275,25.0,Argentina,2022-02-20
2276,34.0,Argentina,2023-12-15
2277,69.0,Perú,2021-12-02
2278,44.0,Argentina,2023-05-31
2279,50.0,Chile,2023-08-30
2280,,México,2022-11-16
2281,34.0,Perú,2023-01-11
2282,59.0,México,2021-01-30
2283,29.0,Chile,2022-07-29
2284,,Perú,2021-08-09
2285,63.0,México,2023-04-07
2286,44.0,Perú,2022-08-17
2287,65.0,Chile,2023-01-24
2288,25.0,Perú,2023-11-29
2289,40.0,Chile,2023-10-18
2290,59.0,Perú,2022-05-07
2291,66.0,Perú,2022-03-14
2292,46.0,Argentina,2022-04-24
2293,67.0,Chile,2023-02-22
2294,37.0,Colombia,2023-08-07
2295,,,2023-10-05
2296,,México,2021-03-13
2297,33.0,Argentina,2022-08-05
2298,,Argentina,2021-08-08
2299,25.0,Perú,2023-10-25
2300,55.0,Colombia,2023-09-30
2301,55.0,Argentina,2021-10-17
2302,46.0,Chile,2022-01-15
2303,58.0,Perú,2023-03-15
2304,53.0,,2023-01-13
2305,43.0,Colombia,2021-03-21
2306,48.0,Chile,2021-03-07
2307,,Chile,2021-05-16
2308,29.0,Colombia,2022-02-03
2309,34.0,México,2021-12-13
2310,32.0,Chile,2021-02-28
2311,26.0,México,2023-02-17
2312,56.0,México,2022-06-03
2313,59.0,Perú,2022-12-15
2314,65.0,Perú,2023-09-04
2315,29.0,Argentina,2021-03-20
2316,49.0,Perú,2021-04-25
2317,42.0,Chile,2023-09-13
2318,56.0,Chile,2021-05-06
2319,35.0,México,2022-07-27
2320,32.0,Chile,2023-08-23
2321,49.0,Perú,2022-05-15
2322,23.0,Perú,2023-04-09
2323,61.0,Perú,2024-01-31
2324,60.0,Colombia,2022-09-18
2325,69.0,Chile,2024-04-12
2326,52.0,Argentina,2022-03-28
2327,51.0,Chile,2024-01-21
2328,,Chile,2022-01-20
2329,22.0,Colombia,2021-12-29
2330,,Chile,2022-05-13
2331,33.0,México,2022-06-21
2332,,Perú,2021-01-16
2333,42.0,Perú,2023-09-08
2334,49.0,,2024-03-10
2335,43.0,Perú,2022-09-12
2336,69.0,México,2021-10-27
2337,39.0,Colombia,2021-12-05
2338,48.0,Argentina,2021-10-30
2339,60.0,Perú,2022-08-15
2340,27.0,Chile,2021-03-17
2341,29.0,México,2023-07-03
2342,,México,2023-02-19
2343,,Perú,2023-07-10
2344,37.0,Argentina,2024-01-04
2345,22.0,Chile,2022-01-01
2346,40.0,Argentina,2022-10-15
2347,26.0,Argentina,2023-10-03
2348,46.0,Perú,2022-01-31
2349,33.0,Chile,2023-03-15
2350,,Perú,2023-11-18
2351,39.0,Perú,2023-04-25
2352,25.0,México,2023-05-22
2353,37.0,Perú,2024-01-20
2354,68.0,Colombia,2021-04-25
2355,31.0,Chile,2024-03-28
2356,56.0,México,2022-01-08
2357,54.0,Chile,2023-04-30
2358,,México,2021-03-31
2359,51.0,Colombia,2023-01-27
2360,28.0,Perú,2021-01-31
2361,,México,2021-12-24
2362,50.0,México,2022-04-15
2363,48.0,México,2024-02-26
2364,61.0,Colombia,2021-09-27
2365,51.0,Chile,2021-07-28
2366,,Colombia,2022-11-21
2367,24.0,México,2022-04-02
2368,66.0,México,2022-03-25
2369,40.0,Perú,2021-03-09
2370,63.0,Colombia,2023-05-24
2371,24.0,Colombia,2022-04-12
2372,42.0,Argentina,2021-05-08
2373,20.0,Chile,2023-01-03
2374,55.0,Argentina,2023-11-09
2375,37.0,Argentina,2022-01-03
2376,51.0,Chile,2021-02-27
2377,66.0,Perú,2022-07-11
2378,61.0,Perú,2024-01-31
2379,61.0,Chile,2021-02-17
2380,47.0,Chile,2022-07-16
2381,34.0,Colombia,2022-08-16
2382,27.0,Colombia,2023-03-23
2383,52.0,Colombia,2021-02-28
2384,37.0,Colombia,2021-06-10
2385,35.0,México,2021-04-13
2386,62.0,México,2023-04-26
2387,61.0,Perú,2022-02-16
2388,44.0,México,2023-02-25
2389,66.0,México,2021-07-02
2390,53.0,Colombia,2022-02-21
2391,40.0,Colombia,2024-02-14
2392,49.0,Chile,2022-02-03
2393,27.0,Colombia,2023-08-15
2394,28.0,Chile,2023-02-18
2395,55.0,Chile,2022-10-17
2396,23.0,México,2022-03-13
2397,58.0,Colombia,2021-11-14
2398,,,2022-08-29
2399,51.0,Colombia,2023-06-30
2400,53.0,México,2022-05-12
2401,54.0,México,2022-03-03
2402,,México,2023-03-29
2403,57.0,Perú,2023-10-20
2404,57.0,México,2021-08-28
2405,29.0,Argentina,2023-12-19
2406,38.0,Argentina,2023-03-08
2407,57.0,Argentina,2021-07-22
2408,36.0,Chile,2021-10-14
2409,20.0,México,2021-03-14
2410,35.0,Argentina,2022-12-27
2411,68.0,Chile,2021-12-03
2412,36.0,Argentina,2021-07-22
2413,64.0,Colombia,2021-08-19
2414,,Perú,2023-06-23
2415,33.0,México,2023-12-17
2416,25.0,Perú,2022-10-06
2417,65.0,,2023-07-04
2418,,Colombia,2021-10-07
2419,,Colombia,2023-03-20
2420,65.0,Colombia,2022-04-11
2421,60.0,Chile,2023-01-07
2422,,Argentina,2024-04-12
2423,66.0,México,2023-03-15
2424,66.0,,2021-09-23
2425,29.0,México,2021-09-04
2426,62.0,,2021-03-19
2427,27.0,México,2023-05-04
2428,24.0,Colombia,2021-09-10
2429,63.0,Colombia,2022-04-20
2430,18.0,Argentina,2021-06-25
2431,66.0,,2023-08-29
2432,53.0,Colombia,2021-09-11
2433,38.0,México,2023-06-22
2434,54.0,Argentina,2021-04-17
2435,69.0,Perú,2024-04-09
2436,41.0,Colombia,2021-02-27
2437,42.0,Colombia,2023-07-31
2438,24.0,Perú,2021-03-25
2439,59.0,,2024-02-15
2440,34.0,,2022-12-13
2441,46.0,,2023-06-20
2442,47.0,Chile,2024-01-31
2443,24.0,Colombia,2022-10-19
2444,50.0,Chile,2022-04-01
2445,24.0,Colombia,2022-10-21
2446,41.0,Chile,2023-02-12
2447,28.0,Perú,2023-03-02
2448,26.0,Colombia,2023-05-01
2449,,Colombia,2022-06-10
2450,52.0,Chile,2021-09-23
2451,21.0,Argentina,2021-05-21
2452,53.0,Chile,2023-06-14
2453,45.0,Colombia,2022-02-10
2454,30.0,Colombia,2021-10-20
2455,40.0,Argentina,2023-11-21
2456,36.0,México,2024-04-09
